autor,calificacion,contenido,hotel,titulo
Ceet69,40,"First, you can valet park for $5 (plus tip). Another option is to pay on the street at machine (2 Hrs $3.80) The 2 hours was enough to time for the restaurant v,...",Hyde Park Prime Steakhouse,"Usually ""You Get What You Pay For!"""
Ceet69,40,"First we had some wine at the bar as our table was not ready. That was fine, drinks were good and as ordered. They set us back right next to the kitchen even wi,...",North Italia,Very Good Meal!
Ceet69,40,"My husband and I are not big taco fans. This place has something for everyone.We ordered the three tacos for $15.The Chicken al Pastor, Carnitas and Chicken V,...",Puesto La Jolla,Unexpected Pleasure!
Ceet69,50,Excellent tribute to our fallen USA heroes from the various wars fought.The views from the Memorial and the grounds are awesome. ,Mt. Soledad National Veterans Memorial,Great To Stop!
Ceet69,50,"Wonderful time. Pictures are accurate of spacious clean rooms with separate sleeping bedroom. Coffee/tea service in room. Others have reiterated the ideal locat,...",Embassy Suites by Hilton San Diego Bay Downtown,Great Experience!
Ceet69,50,Great drive across the bridge to the commercial area in Coronado. Lovely views as you travel along the roads and scenic route.,Coronado Bridge,Great Drive!
HtownTexan,10,"Very disappointed in this stay. I stayed 2 nights with 2 adults. Should have received $40 in credit for breakfast/food for the 2 nights. On the first morning, w,...",Hilton Garden Inn New York/Midtown Park Ave,Terrible experience
HtownTexan,40,"Great location and fun environment.  The food is pretty good there to.  In fact, the seafood enchiladas were so good that we tried to make a to go order the nex,...",Mango Deck,Great loaction and fun environment
HtownTexan,50,"We love this place.  We have visited cabo every other year for the past 10 years and Gardenias is our favorite.  The fish tacos are incredibly fresh and all of ,...",Gardenias,Best tacos in cabo
HtownTexan,50,"Great food and location.  We really liked the fish tacos.  Also, the guac was really good.  The food was very fresh and tasty....",The Office,Great food and location
HtownTexan,50,"Cabo Bash is AWESOME!  Cynthia is a very professional and super FUN host.  We were a small group but had an amazing time.  Much more fun that if he just wandere,...",Cabo Bash VIP Services Specialists,Cabo Bash is AWESOME!
HtownTexan,50,"5 star service level in every aspect. Impressive attention to detail. The suites are large and comfortable. I was amazed to find this Italian Resort in the midd,...",Hotel Granduca Houston,Outstanding Hotel
HtownTexan,50,"Outstanding hotel. Great service and great American air conditioning. Breakfast was a solid way to start the day. Appreciated top notch service from every perso,...",Renaissance Paris Arc de Triomphe Hotel,Outstanding hotel. Great service and great air conditioning!
HtownTexan,50,"Great food and service. Burgers and Mac and cheese were really good. Also, enjoyed the specialty drinks and desserts.",Schwartz's Deli,Great food and service.
HtownTexan,10,"I have been here a couple of times and I thought it was overpriced but decent sushi. I prefer Nobu or Koi but always thought it was ok. Yesterday, they stuffed ,...",Mizumi,"Horrible experience. Awful service. Stay away, go to Koi or Nobu!!!!!"
HtownTexan,50,"The front desk crew was outstanding. They operate with a client first attitude. Also, Diego, the manager truly understands the hotel management business. The ac,...",iQ Hotel Roma,5 star service
HtownTexan,40,"The hotel looks like a Ferrari Disney world hotel. The front desk was good. The accommodations were a very good value. The paddock restaurant was very tasty and,...",Hotel Maranello Village,Ferrari hotel
HtownTexan,50,"This hotel is truly 5 star.  The accommodations would be considered spacious for a 5 star US hotel, let alone Europe. The executive lounge was a very nice perk ,...",Hilton Molino Stucky Venice,Best hotel in Venice
HtownTexan,50,"The Ferrari Owner Factory Tour is amazing. There is no comparison to this tour anywhere else in the world. I would highly recommend this tour to anyone. The abi,...",Ferrari Factory,Ferrari Owner Factory Tour
HtownTexan,50,"We went last weekend and had a great 4 days.  I have been to nearly a dozen 5 star resorts around the world and this resort definitely ranks up there. Before I ,...",Beloved Playa Mujeres,5 star experience
HtownTexan,50,"The resort experience was exceptional.  Staff was very well managed and provided a high level of service.  The front desk was quite good and very helpful.  The ,...",Casa Dorada Los Cabos Resort & Spa,Exceptional Resort Experience
Robert i,50,"Went to the Palm, didn't feel like steak, ordered the Tuna Agghiotta.  It was done perfectly.  had Thick-Cut Nueske's Bacon for an appetizer and the lobster gno,...",The Palm - Palm West,First Time Not ordering steak
Robert i,50,"Went to Wolfgang steakhouse for the first time. The location on Park Ave is amazing.  The food matched the surroundings.  The bacon appetizer is fantastic as is,...",Wolfgang's Steakhouse,Great Steakhouse
Robert i,40,"Hotel was very nice. Very convenient and clean. The staff was friendly and helpful.  Very good hotel if you want easy access to mid-town. Many nice restaurants ,...",Hilton Garden Inn New York/Midtown Park Ave,"nice room, very convient"
Robert i,50,"Excellent views of Mt Etna from the rooms and the pool. Location is convenient to all of Taormina. Great Staff and great hotel, with shuttle to sister hotel dow,...",Hotel Villa Diodoro,Always a great view
Robert i,40,"Been driving by for months, decided to stop and try the food.  Ordered the lunch jerk dark with beef patty special.  The food was the best I've had in the area.,...",Just Jerk,Great Jerk
Robert i,50,"The wait staff are fantastic, very attentive, willing to make suggestions.  The food is delicious and plentiful.  The atmosphere is very relaxed.  The appetizer,...",La Cantinola,Great ristorante
Robert i,50,"“I went on this tour whilst staying in Florence and it is a must. To see these priceless artworks is amazing.  The guide from florencetown, Eleonora, was very k,...",Gallerie Degli Uffizi,Great tour
Robert i,40,"Nice hotel, a little dated but clean and comfortable.  The staff is friendly and helpful.  The hotel is close to Via Veneto and Villa Borghese, plus within walk,...",Hotel Ludovisi Palace,Nice hotel in Rome
Robert i,40,"Great Hotel, close to the golf courses.  Park the car for the time we were there.  Rooms were very nice and staff was very accommodating, would stay there again,...",Ardgowan Hotel,Easy walk to the Old course starter shed.
Robert i,50,"This was my first time staying in a W hotel, it won't be my last.  The room was truly wonderful, a huge two room suite.  The toiletries were the finest I've eve,...",W Barcelona,Quick trip to Barcelona
Robert i,50,"I've been staying in Phoenix for the last 16 years, I've stayed all over the valley, in all kinds of hotels/resorts.  I've found the last hotel I'll ever stay a,...",Tempe Mission Palms,Best Hotel in Phoenix
Peter I,50,"Jon and the team at this HGI really know how to take care of people! I have no complaints from check in to picking up the car out front. Rooms are NYC sized roo,...",Hilton Garden Inn New York/Midtown Park Ave,Zero Complaints
Colinmwilson111,10,"Being a Hilton Reward Member I try and stay in Hilton hotels. The rooms in this hotel are tiny and if I had known how small they are I would never have booked.,...",Hilton Garden Inn New York/Midtown Park Ave,Tiny rooms
Kris J,20,"In short the beds were like sleeping on concrete. Every morning for four days everyone woke up with their back hurting, sides hurting, and even chest hurting.  ,...",Hilton Garden Inn New York/Midtown Park Ave,Uncomfortable
Kris J,,,Old San Juan,
Kris J,,,Carabali Rainforest Park,
Kris J,,,Carabali Rainforest Park,
Kris J,50,"Good visit, great history of the company. Good libation. The special reserve is a great taste.  Take plenty of pictures. It provides great memorabilia",Casa Bacardi Puerto Rico,Bacardi
Mike M,20,"The rooms are very small and cramped with uncomfortable beds. The elevators broke down for an extended period of time during our stay so we had to take the stai,...",Hilton Garden Inn New York/Midtown Park Ave,Lousy stay at the Hilton Garden Inn 
Mike M,50,"This was the first time my family and I have traveled to New Orleans and the Q&C did not disappoint, we had a great stay. The hotel is in a great location, with,...","Q&C HotelBar New Orleans, Autograph Collection®",Great stay at the Q&C New Orleans
Mike M,30,"The Beignets were good but the seating is limited. Go to the pick up window and order some in a bag and go across the street and sit in the park at Jackson Squa,...",Cafe Du Monde,Classic Beignets but too overcrowded tag any hour
Mike M,40,"Walked inside and ordered the Muffuletta sandwich. Being a New Yorker at heart and used to great Deli's everywhere I was skeptical at how good it would actually,...",Central Grocery Company,"Love the Muffuletta Sandwich, definitely a must when visiting NOLA."
Mike M,50,"Enjoyed sitting in the park eating a Muffuletta and watching the people stroll by. There were street hawkers and petty scam artists everywhere but nothing dange,...",Jackson Square,Must see when in NOLA
Mike M,30,"Worth a stroll through, lots of street performers and bars playing live music, with bohemian feel like Greenwich village in the 70's - 80's. ",Royal Street,Up and coming area in the french quarter.
Mike M,50,"Went with the family and were not disappointed. This is a must see stop in NOLA. Vintage planes and WWII memorabilia on display as well as some WWII veterans ha,...",The National WWII Museum,A must see!
Mike M,40,First time in NOLA Bourbon Street and loved the place as soon as got there. The people were friendly and the vibe was very cool.,Bourbon Street,Good times on Bourbon Street
Mike M,40,"You can't come to NOLA and not stop by, the place is very well maintained and is full of history and charm. ",St. Louis Cathedral,Beautiful Catholic Church in the heat of Jackson Square.
Kenesharpe@gmail.com,30,"Hotel is very small and expensive, elevators very slow, house keeping did a poor job of cleaning the rooms the washroom was not swept for a couple of days. Long,...",Hilton Garden Inn New York/Midtown Park Ave,Disappointing stay
Nichole S,50,"Great experience, amazing food! We found this place on OpenTable and looked up videos on TikTok. It looked interesting so we decided to give it a try. It didn’t,...",Ribalta Pizza,New NYC go-to!!
Nichole S,20,"Very disappointed with entire experience. Found this place on TikTok before our trip and decided we wanted to try it, the atmosphere looked exciting. The menu i,...",230 FIFTH ROOFTOP BAR NYC,Not worth it!
Nichole S,50,"We saw this place on a YouTube review just by chance and decided to give it a shot. AMAZING. We had a large group of 10 and made reservations for a Friday break,...",Tick Tock Diner NY,Friday Morning Breakfast in December
Nichole S,50,"Great location and price. Clean facilities, comfortable bed. Room was typical NYC size, we new what to expect before. Staff was amazing and efficient at checkou,...",Hilton Garden Inn New York/Midtown Park Ave,December 22 Family Weekend Trip
Nichole S,50,"Amazing service and overall great experience! The location close to the park cannot be beat. This is our second time staying here. Facility was clean, staff was,...",Hilton Club The Quin New York,Perfect NYC hotel experience
Nichole S,30,"We’ve stayed in several NYC Hilton hotels, this one was very disappointing. The location is great for downtown sightseeing (WTC, Financial District) and a short,...",Millennium Downtown New York,"Great views, disappointing experience."
Nichole S,50,"Amazing experience from start to finish. We’ve visited several all inclusive resorts (Jamaica, Bahamas, Cozumel, Punta Cana, Virgin Islands) and the Hyatt Ziva ,...",Hyatt Ziva Cancun,"Amazing resort, unforgettable vacation! We will definitely return!"
Nichole S,30,"We stayed at Bolongo Bay last summer right when they reopened during Covid. We have visited several all-inclusive resorts (Bahamas, Cozumel, Jamaica, Dominican ,...",Bolongo Bay Beach Resort,Average Experience
Nichole S,50,"We went to NYC for Valentines Day and to celebrate our 20th anniversary. A friend recommended this restaurant and it was FABULOUS!!! We had a special menu for V,...",Il Mulino New York - Uptown,Delicious! Great location! Romantic ❤️
Nichole S,50,"Stayed here for a weekend soccer tournament. Awesome hotel! Very clean, comfortable. Hotel staff was always helpful and friendly. Great location to downtown, we,...",Courtyard Hamilton,"Fabulous hotel, convenient location"
Nichole S,10,"Very misleading! The excursion presented to us at the hotel and pictures we were shown did not look at all like what we experienced. We were also told there wer,...",Punta Cana Sharks and Stingrays Encounter,Horrible experience!!!
Nichole S,50,"LOVED this hotel! It is unique and full of charm. We stayed in a 2 bedroom suite and it was very spacious and comfortable. The hotel is kept very clean. Checkin,...",1 Hotel Central Park,Unique NYC Hotel - Great Experience
Nichole S,50,"We stayed here for a girls weekend to celebrate my daughters graduation. The hotel is in a perfect location and full of NYC elegance and style. Of course we are,...",Lotte New York Palace,Perfect NYC Experience
Nichole S,30,"The hotel is in an ideal location for pretty much anything downtown. We travel to Lexington frequently for soccer and it’s in relatively close to Masterson Stat,...",Hilton Lexington/Downtown,"Great location, okay hotel"
Nichole S,50,"Excellent experience in the heart of midtown. Hotel was very clean, staff was polite and professional. Our room was spacious and comfortable. Our get away long ,...",Hilton Club West 57th Street New York,Great NYC experience
Nichole S,50,"Our trip started off a little hectic with some confusion about our reserved room type. I contacted management who resolved the issue before we arrived. Our trip,...","Royalton Punta Cana, An Autograph Collection Resort & Casino","Amazing experience at Royalton, VICTOR is #1!!"
Nichole S,30,"We stayed here for a soccer tournament and choice it for its location and being close to the park and the soccer complex. We travel frequently and this was by f,...","Holiday Inn Express & Suites Sandusky, an IHG Hotel",Overpriced and Dirty
Nichole S,50,"Allegro is well worth the amount you pay!!! PROS: rooms are clean, lots of pools and plenty lounge chairs, beach and water is PRISTINE! The crystal clear water ,...",Allegro Cozumel,Family Vacation
Undercover Traveller,10,"This was a last minute booking which I wished I had never made. On arrival, the hotel portrays a sense of expectancy and anticipation for a high level of accomm,...",Hollin House Hotel & Restaurant,"Disgusting, avoid at all costs"
Undercover Traveller,20,"The only joy from this visit was being able to sleep and not have to look around the room. From the outset the first impression of service was patronising and u,...",Village Hotel Newcastle,"Poor service, dirty room, bad atmosphere"
Undercover Traveller,20,"This was a disappointing stay with the hotel falling far below expected standards. The room was dark, cramped and in a poor layout, with the bathroom and connec,...",Leonardo Hotel Nottingham,"Dark, requires modernisation, poor layout"
Undercover Traveller,40,"This hotel provides comfortable and convenient accommodation located close to Zürich Airport. Check in was a breeze and service friendly throughout. The hotel i,...",Radisson Hotel Zurich Airport,"Comfortable lodgings, large room albeit odd layout"
Undercover Traveller,30,"Whilst in a little unusual location (Situated adjacent to a university campus), this hotel is large and modern and provides an excellent place to stay. The room,...",Courtyard by Marriott Keele Staffordshire,"Modern accommodation, well appointed room, housekeeping needs greater attention"
Undercover Traveller,30,"This hotel is a quiet location and features good amenities with comfortable rooms. However, I was disappointed with the lack of cleanliness and attention to det,...",Telford Hotel & Golf Resort,"Comfortable lodgings, good amenities, however cleanliness is lacking"
Undercover Traveller,20,"This hotel is vastly overpriced for what’s on offer. Rooms in need of modernisation, small TV. No air conditioning or temperature control with full length radia,...",Ramada by Wyndham Telford Ironbridge,"Overpriced, rooms in need of modernisation, no temperature control"
Undercover Traveller,30,"Most is a good and competitive baseline for budget accommodation. Once you’ve stayed in one, you know what to expect in terms of the hard product. No frills, mo,...",Moxy Southampton,"Acceptable lodgings, good value for money, no ‘wow’ factor"
Undercover Traveller,30,"The rooms in the hotel have obviously had a recent update, however the hotel still has a dated feeling with the common areas feel old and tired. Staff interacti,...",Delta Hotels Newcastle Gateshead,"Acceptable hard product, staffing requires improvement"
Undercover Traveller,40,"On arrival on a late Sunday evening, the hotel lobby was bustling with activity to surprise. The room was large and well appointed, with one of the comfiest bed,...",Portsmouth Marriott Hotel,"A pleasant surprise, recommended"
Undercover Traveller,20,"The location of this hotel makes for a confusing first impression. It is located next to a Holiday Inn. The hotel uses the Holiday Inn car park for its guests b,...",International Hotel Telford,"Unclean, avoid if possible"
Undercover Traveller,30,"Acceptable for a one night stay. Dated rooms with tired furniture. No power outlets on wall bed is against, which in this age is unacceptable. Room was cold and,...",Aubrey Park Hotel,"Fine for an overnight stay, in need of modernisation"
Undercover Traveller,20,"Arrived at the hotel late after an evening of travel, the hotel was full and the receptionist could only offer me a room with a non-working TV. There was no off,...",Mercure Telford Centre Hotel,"Modern but unclean, avoid"
Undercover Traveller,30,"This has to be one of the most surprising (In a good way) stays of 2022. Not hearing of the brand before we did not know what to expect. This hotel is certainly,...",room2 Chiswick hometel,"Greta value, room for improvement but definitely worth a visit"
Undercover Traveller,20,"Dark, dingy and depressing rooms can be expected at this hotel. Air conditioning unit extremely loud and outdated, could not be run throughout the night as the ,...",Hilton Garden Inn New York/Midtown Park Ave,"Small, dark rooms in need of attention"
Undercover Traveller,40,"All in all a pleasant experience. The room was large but did not feature a ‘suite’ wall between the living and bedroom section, just a half dividing partition. ,...",SpringHill Suites Chicago Downtown/River North,"Spacious rooms, great location, slightly overpriced"
Undercover Traveller,40,"This is by no means a bad hotel. Rooms are spacious for New York area and come with standard features. Shower was powerful with clever temperature gauge. A mode,...",Courtyard Long Island City / New York Manhattan View,"Accommodation above standard, mostly clean but overpriced"
Undercover Traveller,30,"All in all this is a decent hotel with all of the standard features that a Premier Inn offer. The accommodation is clean and comfortable and the staff are court,...",Premier Inn Letchworth Garden City Hotel,"Standard Premier Inn, staff friendly, missing the ‘normal’ Premier reductions"
Undercover Traveller,20,"Whilst on the initial appearance this hotel would seem to offer modern and comfortable accommodation, the upkeep and general appearance of the room and space le,...",Village Hotel Bournemouth,"Stay, but only if you must"
Undercover Traveller,30,"The hard product across Premier Inn’s is relatively the same, with variations in design based on construction/renovation year. This Premier Inn is of one of the,...",Premier Inn Hitchin Town Centre hotel,"No personality, unmotivated staff"
Lesley V,50,"This was a great experience. However, a little more time to explore the catacombs would have been fantastic!",New York Catacombs by Candlelight,A must
Lesley V,50,"Great value. Visited 7 attractions in the 3 days we spent in Hawaii. Had no issues. Guides knowledgeable and friendly. Sometimes however I would have liked to s,...",Go City: Oahu All-Inclusive Pass with 40+ Attractions and Tours,Value
Lesley V,50,"Thoroughly enjoyed the Moana Splash Luau. Participated in lei making, Hawaiian tattoos, ukele sessions, hula lessons as well as learning about the history and m,...",Aloha Tower Marketplace,Moana Splash Luau
Lesley V,50,A wonderful way to spend a couple of hours along Oahu's shoreline. Very relaxing whale watching and turtle spotting.,Makani Catamaran,Sailing and relaxing
Lesley V,30,"I can say I have now swum at Waikiki beach which was extremely crowded when I visited.  Weather was sunny and warm, water was cold.",Waikiki Beach,Okay
Lesley V,50,A very solemn memorial to those who died in the Pearl Harbour attack. The museum exhibits were very engaging and intersting.,Pearl Harbor National Memorial,A must
Lesley V,50,"Scenic and spectacular trail. Trail is steep going up and slippery and wet going down. Takes an 1 1/2 hours round trip. View of the falls is picturesque and bre,...",Manoa Falls Trail,Brathtaking
Lesley V,50,Great food. Varied and large choice of food. Great customer service. Very popular particularly at lunchtime.,The Cheesecake Factory,Recommend
Lesley V,20,Food mediocre. Some food was served cold and some other food was still pink. Overall a poor experience as we also had to wait quite a while for our food.,IHOP,Over rated
Lesley V,50,"Enjoyed the snorkelling and visits to the macadamia farm, coffee plantation and dole pineapple farm. Found tour a little rushed as often it was a case of off th,...",Oahu Circle Island - North Shore Snorkeling Tour (Dole & Temple),Overall an excellent experience
Lesley V,50,"Wonderful place to stay.  Large rooms with a kitchenette.  Friendly,  courteous and helpful staff. Centrally located. Beach towels, boogie boards, buckets and s,...",The Polynesian Residences Hotel Waikiki,Wonderful place to stay
Lesley V,50,Loved my experience here. Food service was fantastic. Emily was very friendly and helpful. The shrimp cocktail was to die for.,Bubba Gump Shrimp Co.,Wonderful experience
Lesley V,50,"An interesting and informative place even on a wet, cold day. View of Los Angeles panoramic. Able to see the iconic Hollywood sign from front  of the observator,...",Griffith Observatory,Interesting
Lesley V,30,"The brand new Nintendo world was being tested so we decided to test it out. We walked through the area and waited  for the main ride to launch and when we were ,...",Universal Studios Hollywood General Admission Ticket,All rides need to be working!
Lesley V,50,Great and varied pizzas. Friendly and prompt customer service. Easy to deal with. Quick delivery. Huge slices. ,Papa Johns Pizza,"Yum, yum!"
Lesley V,50,A must for those visiting Disneyland. Great  rides and memorabilia. Make sure you experience everything  offered there.,Star Wars: Galaxy’s Edge,A must do!
Lesley V,50,"Visited the Honda Cetre to see an ice hockey game - the Anaheim Ducks v New Jersey Devils. First time the fgroup had seen an ice hockey match and we all thoroug,...",Honda Center,Enjoyable
Lesley V,40,"Communication breakdown between driver and customer as to where to pick up from LAX which is under construction. However smooth, luxurious ride to hotel.",Anaheim Town Car Services By Jag Transportation,Smooth ride
Lesley V,50,"A fantastic experience. Very busy in the afternoon, weekends and school holidays. If going to Disneyland be there as soon as the gates open to maximise your vis,...",Disneyland Resort Tickets,Fantastic
Lesley V,50,"Breakfast supplied. Has a gym, swimming pool and laundry. The machines in the laundry operate via debit/credit card. Very helpful and friendly  staff. Centrally,...",Ramada by Wyndham Anaheim Convention Center,Great place to stay!!
SherriWil,10,"The front desk manager Jeffery asked me to come downstairs if I wanted to extended my room because my card on file didn’t match the card I checked in with so I ,...",Hilton Garden Inn New York/Midtown Park Ave,Discrimination from Front Desk
Ryan,50,"This hotel is an excellent value! My husband and I were in NYC in early December to see a few Broadway shows and the Rockefeller Center Christmas Tree. For our ,...",Hilton Garden Inn New York/Midtown Park Ave,Excellent value and location!
Ryan,40,"The resort's location is excellent for access to wherever you may want to go in Wine Country, and the renovations within the last few years provide a ""retro"" qu,...",Flamingo Resort,"Good overall, but advocate for your needs"
Ryan,20,"The location of this hotel is great, with a station for the R and W trains on the same block, and access to the 1, 4/5/6, and Staten Island Ferry nearby. I also,...",DoubleTree by Hilton New York Downtown,False advertising and too many problems
Ryan,50,"My husband and I had never stayed in a boutique hotel before, but the rates were so competitive with other hotels nearby that we thought it would be a fun thing,...",The Charmant Hotel,Stay for the Bathroom if Nothing Else!
PTufano,50,"Although the hotel just opened and the restaurant does not open until August, the property is a GREAT find!  The rooms are clean and new, the outside courtyard ,...",Radio Hotel,Newly Opened Radio Hotel
PTufano,50,"Location, staff and hotel are all amazing.  I love the technology.  Leagues ahead of most hotels!  All the staff went out of their way to say hello and ask how ,...",Axiom Hotel,Axiom always amazes
PTufano,50,"Great Hotel, Great internet/technology, Great Location & Great Staff!  Very modern, clean and comfortable.  I was extremely impressed with the extremely high sp,...",Axiom Hotel,Amazing Axiom
alisaloves2travel,50,"Great hotel with plenty of rooms and a great breakfast!  I was able to see the northern lights from my hotel window!!  My room was clean, comfortable, and quiet,...",Westmark Fairbanks Hotel and Conference Center,Great Stay in Fairbanks.
alisaloves2travel,50,Nice mall with several good stores.  I went when the stores were closing but I was able to have dinner in one of the restaurants.,GO9,"Nice mall, great location!"
alisaloves2travel,50,"I was traveling solo and loved the cafe.  I had visited one in Tokyo and this one did not disappoint.  I like that there are books on each table telling you abo,...",Cat Cafe Kačių Kavinė,"Fun restaurant, great location."
alisaloves2travel,50,"There isn't a hotel with a better location!  It was easy to walk to many historic sights.  I didn't use a map or GPS but just wandered from the hotel and found ,...",Congress Avenue,The best hotel in Vilnius!
alisaloves2travel,50,"I had the perfect stay there while visiting to attend a concert at the Capitol One Arena.  It was a very short walk to the arena and I was also able to walk to ,...",Hampton Inn Washington Downtown Convention Center,Great experience in DC!
alisaloves2travel,50,"My room was clean and comfortable and the location couldn't be beat for the places I was visiting.  I was able to walk to my destinations including the White Ho,...",citizenM Washington DC Capitol,Great Stay at CitizenM
alisaloves2travel,50,"I was visiting NYC for a concert at a nearby venue and was happy to find this hotel as it had just opened the night before! The staff was very friendly and help,...",Radio Hotel,Great stay at the Radio Hotel!
alisaloves2travel,50,"Such a beautiful gem in the city.  I liked that young people are able to work there and learn about plants. My teenage daughter enjoyed looking around as much a,...",Garfield Park Conservatory,Surrounded by beauty!
alisaloves2travel,40,"I haven't been to the top of the Sears Tower in over 20 years although I see this building a lot!  Stepping out into the box and looking down was the highlight ,...",Skydeck Chicago Admission Ticket,Journey to the top!
alisaloves2travel,50,"My 16 year old daughter and I absolutely loved the tour!  Joe J was extremely informative and gave us valuable information on being a student at Oxford.  He mad,...",Oxford University Walking Tour With University Alumni Guide,Oxford tour with Joe J
alisaloves2travel,40,"My daughter and I rode the Big Bus and it was a good experience.  We have rode them in other countries and this was the first time that we had a guide on every ,...",Big Bus London Hop-On Hop-Off Tour and River Cruise,Big Bus London
alisaloves2travel,,That happened to me although I know I entered the name correctly. Now I have to pay to change the name!,,
alisaloves2travel,50,"Booking this bus tour was the best decision I could have made for my trip to Barcelona!  I followed the east route one day and the west route the next.  The bus,...",Julia Travel,Excellent tour!
alisaloves2travel,,"Thanks, I never received anything in the mail. However, I know that they tried to respond by fax but the fax came in as ""0 pages"".  I sent a second request with,...",Rome,
alisaloves2travel,,"I faxed a request for two tickets to Palm Sunday 2018 back in December and received a response via fax. However, the fax came back as ""0 pages"" so I am unsure i,...",Rome,
Rafael M,50,"I went to a Yankee game and decided to try this hotel for the night. My room was beautiful and trendy. The bed was super comfy and all staff was very accommodat,...",Radio Hotel,Beautiful new hotel!!!!
Rafael M,50,"I really enjoyed this property. Walking distance to the Lincoln Ave restaurant and shops. Close enough to south Beach 🏖️ yet, far enough that you avoid all the,...","The Standard Spa, Miami Beach",The Standard is the best!!!
Rafael M,50,"We had dinner at the Standard Grill and our Server Juan, who is magnificent, suggested the porterhouse and initially I objected because we had just gone to Pete,...","The Standard, High Line",Best porterhouse in NYC!!!
Felipe,50,"Great tour. You make 3 stops. The first stop is at a local hut where they pitch coffee , chocolate and various local products. Second stop is the beach. Third s,...",Tour Package Punta Cana,Fun experience with great tour guide
Felipe,50,"Stayed here for 4 days / 3 nights in August 2022. The property is situated in upper Manhattan. I was a bit apprehensive because of the distance to most tourists,...",Radio Hotel,Great stay in new property
Felipe,50,"Stayed at this property for two nights during a recent trip to NYC. This is a newer boutique hotel located in uptown Manhattan. I’ve stayed in other NYC hotels ,...",Edge Hotel,Excellent value in Uptown Manhattan
Felipe,,Thank you all for taking the time to provide feedback. I will book with strawberry and do some walking around old Havana. Cheers !,Havana,
Felipe,,"Ideally, something in a car where I would pit stops to check out the sight on hand then move on to the next sight. I do plan on walking around Old Havana in the,...",Havana,
Felipe,,"Hello, Going on NCL cruise which makes an overnight stop at Havana. I'm having a hard time contacting private tour companies and making reservations.  Can a,...",Havana,
Felipe,50,"Stayed here for 2 nights.  First day we were going to Legoland and the 2nd day we were going down to San Diego.  I felt the location was excellent as it was onl,...",Hyatt House San Diego/Sorrento Mesa,Excellent value close to SD proper
Pfohlcochise,50,"Totally enjoyed my brunch with friends today at Pisticci's.  Corbin was our waiter, and he was absolutely kind, attentive and a lovely server.  We lucked out to,...",Pisticci,What a lovely way to spend a Sunday afternoon--at Pisticci's!
Pfohlcochise,50,"I LOVE this restaurant.  I think the food is delicious--the steak magnificent, and the sides yummy.  The restaurant has a seating capacity of 120, and it has on,...",Gallaghers Steakhouse,Delicious meal as always!  But not so easy to skip to the loo if you're a man. . . 
Pfohlcochise,50,"Tucked away on Amsterdam Avenue at 181st Street is an enchanting boutique hotel called Radio Hotel.  It looks brand spanking new because it is.  I'm on the tent,...",Radio Hotel,What a lovely find this hotel is!
Pfohlcochise,50,"My friend, Katy--up from Knoxville, TN and needing to be at 41st and 10th at 9:30 on Friday evening, wanted to meet for dinner.  I browsed online and found West,...",West Side Steakhouse,"What a charming, lovely restaurant with delicious steak!"
Pfohlcochise,50,"I live on the upper west side near Columbia University. My friend, Marshall invited me to his neighborhood to have Thanksgiving dinner at Saggio at 829 W. 181st,...",Saggio,"What a treat Washington Heights has in its lovely restaurant, Saggio NYC."
Pfohlcochise,50,"When I went to make reservations for the four days my friend was available to come to Provincetown, this place was one of the few places that came up as having ,...",Lands End Inn,What a find here in beautiful Provincetown
Pfohlcochise,50,"My friend, Karen, and I spent ten lovely days at the Adlon. When we travel, she lets me choose the hotel, and she arranges sites to visit while we're there.  Th,...",Hotel Adlon Kempinski Berlin,The is one of the two finest hotels in which I've ever had the good fortune to stay
Pfohlcochise,20,"The guy selling me the ticket in the kiosk couldn't have been nicer.  We bought two days--the blue and the purple tours.  In hindsight, it would have been bette,...",Best of Berlin HopOn HopOff Tour,"If I had known there were other bus choices, I would probably have hopped off"
Pfohlcochise,50,"I thought this restaurant was charming as could be.  The food was delicious, and the staff was lovely.  We always went without a reservation and they always man,...",Calice d'Oro,LOVED this restaurant.
Pfohlcochise,50,"One of our tour guides, Amy Mason, recommended this restaurant to her tour group on a Berlin Alternative walking tour, and we took her up on it, and went for di,...",3 Schwestern,"What a charming, delicious, atmospheric find for dinner in Berlin!"
Pfohlcochise,50,"We stopped in yesterday on a chilly December afternoon after having traversed the entire East Side Gallery of what was formerly the Berlin wall and ordered a ho,...",Adlon To Go Coffee Shop,"This ""to go"" version of the Adlon is just delicious in every way"
Pfohlcochise,50,"As I viewed it, I am reminded of the indomitability of the human spirit, and how no wall can or ever will be able to contain it. In a world where we live togeth,...",East Side Gallery,This was the absolute highlight of my Berlin trip.
Pfohlcochise,50,"Amazingly, this venue was right outside the back of our hotel.  I had wanted to see it, and loved that we got to.  ",The Holocaust Memorial - Memorial to the Murdered Jews of Europe,"Incredibly beautiful, sobering, well-organized, moving stop on our trip to Berlin."
Pfohlcochise,50,"Our tour guide was Amy Mason, and she was fantastic!  Not only did she take us to off-beat, interesting, crunchy kinds of Berlin places, but her knowledge of th,...",Berlin Alternative Street Art Walking Tour,"MAGNIFICENT tour.  The most interesting tour we took, and my favorite"
